YYYY-MM-DD,HH:MM:SS.ssssss,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,HZ,VA,
ttyS3, 2021-05-18 19:29:39.015195,44.7,122.1,0.424,1334.5,0.346,1544.6,4.016,61.2,122.6,0.572,34.4,121.7,0.271,83,0,0,60.1,538, 
ttyS3, 2021-05-18 19:29:40.015195,50.6,122.2,0.452,1336.1,0.347,1545.5,4.018,61.6,122.4,0.579,37.8,121.9,0.313,90,0,0,60.1,559, 
ttyS3, 2021-05-18 19:29:41.015195,39.1,122.2,0.326,1337.5,0.347,1546.3,4.02,53.6,122.5,0.539,37.3,121.9,0.315,96,0,0,60.1,406, 
ttyS3, 2021-05-18 19:29:42.015195,37.9,122.3,0.324,1338.9,0.348,1547,4.022,45.4,122.7,0.497,36.2,122,0.304,96,0,0,60.1,391, 
ttyS3, 2021-05-18 19:29:43.015195,37.8,122.3,0.319,1340.3,0.348,1547.7,4.024,51.2,122.7,0.479,36.7,122.1,0.307,93,0,0,60,406, 
ttyS3, 2021-05-18 19:29:44.015195,39.8,122.5,0.321,1341.7,0.348,1548.5,4.026,55.3,122.6,0.552,36.5,122,0.294,99,0,0,60,401, 
ttyS3, 2021-05-18 19:29:45.015195,37,122.2,0.295,1343,0.349,1549.2,4.027,50.4,122.6,0.549,36.4,121.9,0.288,85,0,0,60.1,433, 
ttyS3, 2021-05-18 19:29:46.015195,36.5,122.1,0.32,1344.4,0.349,1549.9,4.029,52.5,122.6,0.537,35.7,121.9,0.286,89,0,0,60.1,409, 
ttyS3, 2021-05-18 19:29:47.015195,48.2,122.1,0.438,1345.8,0.349,1550.6,4.031,58.8,122.3,0.571,35.3,121.9,0.291,86,0,0,60.1,556, 
ttyS3, 2021-05-18 19:29:48.015195,46.4,121.9,0.345,1347.3,0.35,1551.4,4.033,55.2,122.3,0.554,36.4,121.8,0.297,90,0,0,60.1,511, 
ttyS3, 2021-05-18 19:29:49.015195,36.9,122.1,0.394,1348.6,0.35,1552.1,4.035,50.7,122.3,0.512,35.2,121.7,0.289,94,0,0,60,391, 
ttyS3, 2021-05-18 19:29:50.015195,37.4,122.1,0.351,1350,0.351,1552.8,4.037,49.5,122.3,0.494,34.9,121.9,0.287,89,0,0,60,420, 
ttyS3, 2021-05-18 19:29:51.015195,36.5,122.2,0.328,1351.4,0.351,1553.5,4.039,46.1,122.2,0.502,35.9,121.8,0.285,90,0,0,60.1,404, 
ttyS3, 2021-05-18 19:29:52.015195,37.8,122.1,0.335,1352.8,0.351,1554.2,4.041,51.7,122.3,0.522,35.4,121.8,0.286,91,0,0,60.1,414, 
ttyS3, 2021-05-18 19:29:53.015195,38.5,122,0.313,1354.3,0.352,1555.1,4.043,51.7,122.3,0.548,37.6,121.9,0.293,90,0,0,60.1,425, 
ttyS3, 2021-05-18 19:29:54.015195,36.7,121.9,0.354,1355.8,0.352,1555.9,4.045,57.4,122.2,0.58,36.2,121.8,0.298,91,0,0,60.1,399, 
ttyS3, 2021-05-18 19:29:55.015195,37.5,122.4,0.319,1357.1,0.352,1556.6,4.047,49.1,122.7,0.496,35.7,121.7,0.293,92,0,0,60,404, 
ttyS3, 2021-05-18 19:29:56.015195,37.8,122.7,0.337,1358.5,0.353,1557.2,4.048,47.4,123,0.47,35.8,122.3,0.295,88,0,0,60,425, 
ttyS3, 2021-05-18 19:29:57.015195,37.3,122.6,0.314,1359.9,0.353,1557.9,4.05,49.5,122.8,0.522,35.7,122.4,0.294,92,0,0,60,404, 
ttyS3, 2021-05-18 19:29:58.015195,36.7,122.5,0.323,1361.3,0.353,1558.7,4.052,50.8,122.8,0.528,36.2,122.3,0.294,90,0,0,59.9,404, 
ttyS3, 2021-05-18 19:29:59.015195,35.9,122.3,0.3,1362.6,0.354,1559.3,4.054,50.8,122.7,0.488,35.6,122.1,0.289,89,0,0,60.1,401, 
ttyS3, 2021-05-18 19:30:00.015195,42.2,122.5,0.387,1363.9,0.354,1560,4.056,44.6,122.6,0.49,35.3,122.2,0.285,89,0,0,60,469, 
ttyS3, 2021-05-18 19:30:01.015195,42.2,122.3,0.354,1365.3,0.354,1560.6,4.057,46.1,122.6,0.468,34.9,122.1,0.286,94,0,0,60.1,448, 
ttyS3, 2021-05-18 19:30:02.015195,46.2,122.3,0.43,1366.6,0.355,1561.3,4.059,53.1,122.5,0.525,35.4,122,0.289,91,0,0,60,506, 
ttyS3, 2021-05-18 19:30:03.015195,42.3,122.8,0.371,1368,0.355,1562,4.061,48.8,123,0.538,36.2,122.1,0.29,89,0,0,60.1,475, 
ttyS3, 2021-05-18 19:30:04.015195,37.7,122.6,0.322,1369.4,0.356,1562.7,4.063,53.1,123,0.533,35.3,122.3,0.289,95,0,0,60.1,396, 
ttyS3, 2021-05-18 19:30:05.015195,35.6,122.7,0.323,1370.8,0.356,1563.3,4.064,46.6,122.9,0.493,34.9,122.3,0.293,91,0,0,60,391, 
ttyS3, 2021-05-18 19:30:06.015195,33.5,122,0.306,1372.1,0.356,1564,4.066,52.3,123,0.53,33.5,122,0.273,89,0,0,60.1,375, 
ttyS3, 2021-05-18 19:30:07.015195,39.3,122.1,0.363,1373.4,0.357,1564.6,4.068,46.1,122.2,0.498,32.7,120.9,0.27,98,0,0,60.1,401, 
ttyS3, 2021-05-18 19:30:08.015195,39.7,122.1,0.337,1374.7,0.357,1565.2,4.069,57.6,122.2,0.568,31,121.8,0.261,96,0,0,60,412, 
ttyS3, 2021-05-18 19:30:09.015195,38.8,122,0.368,1376.1,0.357,1565.9,4.071,54.8,122.3,0.569,33.2,121.8,0.271,89,0,0,60,435, 
ttyS3, 2021-05-18 19:30:10.015195,46.7,122.1,0.383,1377.5,0.358,1566.7,4.073,49.9,122.2,0.546,34.4,121.6,0.277,87,0,0,60,532, 
ttyS3, 2021-05-18 19:30:11.015195,35.9,122.3,0.306,1378.9,0.358,1567.4,4.075,50.8,122.5,0.558,35.9,121.9,0.275,98,0,0,60.1,364, 
ttyS3, 2021-05-18 19:30:12.015195,37.2,122.3,0.324,1380.3,0.358,1568,4.077,54.2,122.4,0.56,32.5,121.8,0.262,91,0,0,60,406, 
ttyS3, 2021-05-18 19:30:13.015195,35.7,122.3,0.411,1381.7,0.359,1568.7,4.078,52.3,122.4,0.557,33.8,122,0.266,87,0,0,60,409, 
ttyS3, 2021-05-18 19:30:14.015195,49.5,122.2,0.464,1383.2,0.359,1569.5,4.08,65.9,122.5,0.597,34.8,122,0.271,90,0,0,60,548, 
ttyS3, 2021-05-18 19:30:15.015195,40.8,122.2,0.4,1384.6,0.36,1570.3,4.082,60.3,122.5,0.644,33.2,122,0.276,88,0,0,60.1,0, 
ttyS3, 2021-05-18 19:30:16.015195,38.1,122.3,0.316,1386.1,0.36,1571.1,4.084,56.5,122.4,0.547,33.4,122,0.273,100,0,0,60.1,381, 
ttyS3, 2021-05-18 19:30:17.015195,47,122.3,0.431,1387.5,0.36,1571.9,4.086,55.9,122.5,0.65,33.4,122,0.279,92,0,0,60.1,509, 
ttyS3, 2021-05-18 19:30:18.015195,36.6,122,0.307,1389,0.361,1572.6,4.088,55,122.4,0.571,34.4,121.9,0.266,88,0,0,60.1,412, 
ttyS3, 2021-05-18 19:30:19.015195,35.1,122.3,0.322,1390.4,0.361,1573.4,4.09,60.5,122.4,0.58,33.6,121.7,0.279,89,0,0,60.1,391, 
ttyS3, 2021-05-18 19:30:20.015195,34.4,122.3,0.306,1391.9,0.361,1574.1,4.092,60.3,122.4,0.577,34.1,121.9,0.265,93,0,0,60.1,367, 
ttyS3, 2021-05-18 19:30:21.015195,43.1,122.1,0.386,1393.3,0.362,1574.8,4.094,56.1,122.5,0.549,33.3,122,0.263,91,0,0,60.1,469, 
ttyS3, 2021-05-18 19:30:22.015195,32.7,122,0.333,1394.6,0.362,1575.5,4.096,53.1,122.5,0.615,32.6,121.9,0.267,89,0,0,60.1,364, 
ttyS3, 2021-05-18 19:30:23.015195,33.1,121.7,0.302,1395.9,0.362,1576.1,4.097,54.8,122.2,0.522,32.7,121.4,0.264,92,0,0,60.1,359, 
ttyS3, 2021-05-18 19:30:24.015195,46.1,121.7,0.42,1397.4,0.363,1576.9,4.1,63.3,122.2,0.574,32.8,121.2,0.274,94,0,0,60.1,488, 
ttyS3, 2021-05-18 19:30:25.015195,781.5,118.7,6.574,39.2,0.01,53691.8,139.598,785.1,119,6.612,749.3,115.9,6.458,100,96,2,60.1,7815, 
ttyS3, 2021-05-18 19:30:26.015195,779.7,118.9,6.559,66.9,0.017,54672.7,142.149,781.5,119,6.58,779,118.6,6.554,100,97,2,60.1,7797, 
ttyS3, 2021-05-18 19:30:27.015195,88.7,121.9,0.721,82.3,0.021,47947.6,124.663,780.2,122.2,6.568,86.7,118.5,0.706,100,84,2,60.1,887, 
ttyS3, 2021-05-18 19:30:28.015195,0,122.4,0,85,0.022,38461.4,99.999,89.1,122.5,0.724,0,121.8,0,100,65,2,60.1,0, 
ttyS3, 2021-05-18 19:30:29.015195,0,122.4,0,85,0.022,31441.4,81.747,0,122.6,0,0,122.1,0,100,53,2,60.1,0, 
ttyS3, 2021-05-18 19:30:30.015195,0,122.5,0,85,0.022,26588.6,69.13,0,122.6,0,0,122.2,0,100,45,2,60.1,0, 
ttyS3, 2021-05-18 19:30:31.015195,0,122.4,0,85,0.022,23033.6,59.887,0,122.7,0,0,122.2,0,100,39,2,60.1,0, 
ttyS3, 2021-05-18 19:30:32.015195,0,122.5,0,85,0.022,20317.2,52.824,0,122.7,0,0,122.2,0,100,34,2,60.1,0, 
ttyS3, 2021-05-18 19:30:33.015195,0,122.4,0,85,0.022,18174,47.252,0,122.6,0,0,122.2,0,100,30,2,60.1,0, 
ttyS3, 2021-05-18 19:30:34.015195,0,122.4,0,85,0.022,16439.9,42.743,0,122.7,0,0,122.1,0,100,27,2,60.1,0, 
ttyS3, 2021-05-18 19:30:35.015195,0,122.4,0,85,0.022,15009,39.023,0,122.6,0,0,122.2,0,100,25,2,60,0, 
ttyS3, 2021-05-18 19:30:36.015195,0,122.4,0,85,0.022,13805.6,35.894,0,122.6,0,0,122.2,0,100,23,2,60,0, 
ttyS3, 2021-05-18 19:30:37.015195,0,122.2,0,85,0.022,12781.7,33.232,0,122.6,0,0,121.9,0,100,21,2,60,0, 
ttyS3, 2021-05-18 19:30:38.015195,0,122.1,0,85,0.022,11899.2,30.938,0,122.4,0,0,121.9,0,100,20,2,60.1,0, 
ttyS3, 2021-05-18 19:30:39.015195,0,122.1,0,85,0.022,11130.8,28.94,0,122.4,0,0,121.9,0,100,18,2,60.1,0, 
ttyS3, 2021-05-18 19:30:40.015195,0,122,0,85,0.022,10456.1,27.185,0,122.5,0,0,121.8,0,100,17,2,60.1,0, 
ttyS3, 2021-05-18 19:30:41.015195,0,122.1,0,85,0.022,9857.7,25.63,0,122.2,0,0,121.7,0,100,16,2,60.1,0, 
ttyS3, 2021-05-18 19:30:42.015195,0,121.9,0,85,0.022,9324.6,24.244,0,122.2,0,0,121.7,0,100,15,2,60.1,0, 
ttyS3, 2021-05-18 19:30:43.015195,0,121.9,0,85.7,0.022,8917.3,23.185,89.2,122.1,0.729,0,121.3,0,100,15,2,60.1,0, 
ttyS3, 2021-05-18 19:30:44.015195,89.4,121.5,0.728,86.8,0.022,8585,22.321,89.4,122.2,0.729,0,121.3,0,100,14,2,60.1,894, 
ttyS3, 2021-05-18 19:30:45.015195,0,121.9,0,87.8,0.022,8283.8,21.537,89.4,122.1,0.732,0,121.3,0,100,13,2,60.1,0, 
ttyS3, 2021-05-18 19:30:46.015195,0,122,0,88.8,0.023,8010.2,20.826,89.2,122.1,0.729,0,121.2,0,100,13,2,60.1,0, 
ttyS3, 2021-05-18 19:30:47.015195,0,121.8,0,89.9,0.023,7763.3,20.184,89.6,122.2,0.73,0,121.4,0,100,12,2,60.1,0, 
ttyS3, 2021-05-18 19:30:48.015195,0,121.9,0,91,0.023,7531.4,19.581,89.2,122,0.729,0,121.3,0,100,11,2,60.1,0, 
ttyS3, 2021-05-18 19:30:49.015195,0,121.9,0,91.9,0.023,7310.1,19.006,89,122.1,0.728,0,121.4,0,100,11,2,60.1,0, 
ttyS3, 2021-05-18 19:30:50.015195,0,121.8,0,93,0.024,7117.5,18.505,89,122.1,0.729,0,121.2,0,100,11,2,60.1,0, 
ttyS3, 2021-05-18 19:30:51.015195,0,121.9,0,94.1,0.024,6939.1,18.041,89.1,122.2,0.73,0,121.4,0,100,10,2,60.1,0, 
ttyS3, 2021-05-18 19:30:52.015195,0,122,0,95.3,0.024,6777.2,17.62,88.9,122.2,0.729,0,121.3,0,100,10,2,60.1,0, 
ttyS3, 2021-05-18 19:30:53.015195,0,122,0,96.4,0.025,6623.7,17.221,89.4,122.3,0.729,0,121.4,0,100,9,2,60.1,0, 
ttyS3, 2021-05-18 19:30:54.015195,0,121.9,0,97.4,0.025,6476.6,16.839,89.2,122.1,0.729,0,121.3,0,100,9,2,60,0, 
ttyS3, 2021-05-18 19:30:55.015195,0,122.2,0,98.5,0.025,6338.6,16.48,89.6,122.3,0.731,0,121.4,0,100,9,2,60.1,0, 
ttyS3, 2021-05-18 19:30:56.015195,0,122.1,0,99.7,0.025,6219,16.169,89.6,122.4,0.733,0,121.6,0,100,9,2,60,0, 
ttyS3, 2021-05-18 19:30:57.015195,0,121.9,0,100.8,0.026,6100.5,15.861,89,122.2,0.73,0,121.2,0,100,8,2,60.1,0, 
ttyS3, 2021-05-18 19:30:58.015195,88.6,121.4,0.723,101.8,0.026,5983.3,15.556,89.2,122.1,0.728,0,121.3,0,100,8,2,60.1,886, 
ttyS3, 2021-05-18 19:30:59.015195,88.7,121.6,0.724,102.8,0.026,5869.1,15.259,89.2,122,0.729,0,121.3,0,100,8,2,60.1,887, 
ttyS3, 2021-05-18 19:31:00.015195,88.7,121.5,0.724,103.7,0.026,5758.1,14.971,89.4,122.1,0.729,0,121.3,0,100,8,2,60.1,887, 
ttyS3, 2021-05-18 19:31:01.015195,88.6,121.3,0.723,104.8,0.027,5667.5,14.735,89,122.1,0.728,0,121.2,0,100,7,2,60.1,886, 
ttyS3, 2021-05-18 19:31:02.015195,88.9,121.4,0.726,105.7,0.027,5566.3,14.472,89,122,0.728,0,121.2,0,100,7,2,60.1,889, 
ttyS3, 2021-05-18 19:31:03.015195,89.1,121.6,0.726,106.7,0.027,5474.3,14.233,89.2,122.1,0.729,0,121.3,0,100,7,2,60.1,891, 
ttyS3, 2021-05-18 19:31:04.015195,89.5,121.8,0.728,107.7,0.028,5392.2,14.019,89.7,122.8,0.733,0,121.4,0,100,7,2,60.1,895, 
ttyS3, 2021-05-18 19:31:05.015195,89.2,121.8,0.726,109.1,0.028,5331,13.86,89.6,122.3,0.73,0,121.5,0,100,7,2,60.1,892, 
ttyS3, 2021-05-18 19:31:06.015195,89.3,121.9,0.727,110.1,0.028,5249.3,13.648,89.4,122.4,0.731,0,121.7,0,100,6,2,60.1,893, 
ttyS3, 2021-05-18 19:31:07.015195,0,122.2,0,110.9,0.028,5168.8,13.438,89.3,122.4,0.728,0,121.6,0,100,6,2,60.1,0, 
ttyS3, 2021-05-18 19:31:08.015195,0,122.1,0,112.1,0.029,5105.9,13.275,89.8,122.4,0.731,0,121.6,0,100,6,2,60.1,0, 
ttyS3, 2021-05-18 19:31:09.015195,0,122,0,113.2,0.029,5043.3,13.112,89.4,122.3,0.73,0,121.5,0,100,6,2,60.1,0, 
ttyS3, 2021-05-18 19:31:10.015195,0,122.1,0,114.4,0.029,4987.6,12.967,89.8,122.3,0.73,0,121.6,0,100,6,2,60.1,0, 
ttyS3, 2021-05-18 19:31:11.015195,0,122.3,0,115.6,0.03,4932.6,12.824,89.6,122.5,0.73,0,121.6,0,100,6,2,60.1,0, 
ttyS3, 2021-05-18 19:31:12.015195,0,122.4,0,116.4,0.03,4864.6,12.648,90,122.6,0.731,0,121.8,0,100,6,2,60.1,0, 
ttyS3, 2021-05-18 19:31:13.015195,0,122.5,0,117.7,0.03,4818.5,12.528,90,122.6,0.732,0,121.8,0,100,5,2,60.1,0, 
ttyS3, 2021-05-18 19:31:14.015195,0,122.4,0,119,0.03,4774.2,12.413,90,122.7,0.732,0,121.9,0,100,5,2,60.1,0, 
ttyS3, 2021-05-18 19:31:15.015195,89.4,121.8,0.726,119.5,0.031,4702.8,12.227,89.8,122.6,0.732,0,121.7,0,100,5,2,60,894, 
ttyS3, 2021-05-18 19:31:16.015195,0,122.3,0,120.2,0.031,4641.4,12.067,89.4,122.6,0.728,0,121.7,0,100,5,2,60,0, 
ttyS3, 2021-05-18 19:31:17.015195,0,122,0,121.8,0.031,4612.2,11.991,90,122.7,0.734,0,121.4,0,100,5,2,60,0, 
ttyS3, 2021-05-18 19:31:18.015195,89.2,121.8,0.727,122.3,0.031,4548.4,11.826,89.4,122.3,0.73,0,121.5,0,100,5,2,60.1,892, 
ttyS3, 2021-05-18 19:31:19.015195,0,122.2,0,123.3,0.032,4502.4,11.706,89.2,122.4,0.728,0,121.6,0,100,5,2,60,0, 
ttyS3, 2021-05-18 19:31:20.015195,0,122.1,0,124.7,0.032,4471.6,11.626,89.6,122.3,0.73,0,121.6,0,100,5,2,60.1,0, 
ttyS3, 2021-05-18 19:31:21.015195,0,122.4,0,126,0.032,4439.2,11.542,89.6,122.4,0.73,0,121.6,0,100,5,2,60.1,0, 
ttyS3, 2021-05-18 19:31:22.015195,89.2,121.8,0.726,127.2,0.033,4405.8,11.455,90,122.5,0.731,0,121.7,0,100,5,2,60,892, 
ttyS3, 2021-05-18 19:31:23.015195,0,122.3,0,127.3,0.033,4334.7,11.27,89.2,122.4,0.73,0,121.6,0,100,4,2,60,0, 
ttyS3, 2021-05-18 19:31:24.015195,0,122.5,0,128.8,0.033,4314.3,11.217,89.9,122.8,0.731,0,121.6,0,100,4,2,60.1,0, 
ttyS3, 2021-05-18 19:31:25.015195,89.2,121.7,0.725,130,0.033,4284.6,11.14,90.3,122.7,0.734,0,121.5,0,100,4,2,60.1,892, 
ttyS3, 2021-05-18 19:31:26.015195,90.1,122.4,0.73,130.8,0.034,4242.8,11.031,90.5,122.9,0.734,0,121.5,0,100,4,2,60,0, 
ttyS3, 2021-05-18 19:31:27.015195,89.3,121.6,0.727,131.7,0.034,4201.8,10.924,90.1,122.5,0.736,0,121.4,0,100,4,2,60,893, 
ttyS3, 2021-05-18 19:31:28.015195,0,122.2,0,132.9,0.034,4174.1,10.852,89.3,122.4,0.728,0,121.5,0,100,4,2,60,0, 
ttyS3, 2021-05-18 19:31:29.015195,0,122.4,0,134.4,0.034,4157.1,10.808,90,122.5,0.732,0,121.8,0,100,4,2,60.1,0, 
ttyS3, 2021-05-18 19:31:30.015195,89.6,122.2,0.727,135.5,0.035,4128.6,10.734,90.1,122.8,0.732,0,122,0,100,4,2,60,896, 
ttyS3, 2021-05-18 19:31:31.015195,0,122.6,0,135.8,0.035,4075.9,10.597,89.6,122.8,0.733,0,122,0,100,4,2,60,0, 
ttyS3, 2021-05-18 19:31:32.015195,0,122.5,0,137.2,0.035,4059.8,10.555,90.1,122.7,0.732,0,121.8,0,100,4,2,60,0, 
ttyS3, 2021-05-18 19:31:33.015195,0,122.6,0,138.5,0.036,4038,10.498,90,122.8,0.733,0,122,0,100,4,2,60,0, 
ttyS3, 2021-05-18 19:31:34.015195,89.4,122.1,0.727,139.3,0.036,4003.3,10.408,89.8,122.7,0.731,0,121.9,0,100,4,2,60.1,894, 
ttyS3, 2021-05-18 19:31:35.015195,86.9,121.7,0.727,140.2,0.036,3972.7,10.329,89.4,122.7,0.729,0,121.5,0,98,4,2,60.1,884, 
ttyS3, 2021-05-18 19:31:36.015195,0,122.4,0,141.2,0.036,3946.8,10.261,89.2,122.6,0.729,0,121.5,0,100,4,2,60.1,0, 
ttyS3, 2021-05-18 19:31:37.015195,0,122.5,0,142.6,0.037,3931.9,10.223,89.4,122.7,0.731,0,121.8,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:38.015195,0,122.4,0,143.9,0.037,3914.3,10.177,90.1,122.7,0.732,0,121.9,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:39.015195,89.3,122,0.726,145.1,0.037,3894.5,10.125,90,122.6,0.731,0,121.8,0,100,3,2,60,893, 
ttyS3, 2021-05-18 19:31:40.015195,0,122.5,0,145.2,0.037,3847.3,10.003,89.3,122.7,0.729,0,121.9,0,100,3,2,60,0, 
ttyS3, 2021-05-18 19:31:41.015195,0,122.2,0,146.7,0.038,3836.1,9.974,90,122.6,0.732,0,121.8,0,100,3,2,60,0, 
ttyS3, 2021-05-18 19:31:42.015195,89.1,121.9,0.725,148.1,0.038,3822,9.937,89.6,122.4,0.73,0,121.6,0,100,3,2,60.1,891, 
ttyS3, 2021-05-18 19:31:43.015195,89.6,122,0.727,148.9,0.038,3794.5,9.865,89.8,122.6,0.732,0,121.7,0,100,3,2,60,0, 
ttyS3, 2021-05-18 19:31:44.015195,0,122.6,0,149.6,0.038,3765.5,9.79,89.6,122.7,0.729,0,122,0,100,3,2,60,0, 
ttyS3, 2021-05-18 19:31:45.015195,0,122.5,0,150.9,0.039,3752,9.755,90.1,122.7,0.732,0,121.9,0,100,3,2,60,0, 
ttyS3, 2021-05-18 19:31:46.015195,0,122.5,0,152.3,0.039,3740.7,9.725,90,122.9,0.732,0,121.9,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:47.015195,89.8,122.1,0.729,152.8,0.039,3708.9,9.643,90.1,122.8,0.733,0,121.9,0,100,3,2,60.1,898, 
ttyS3, 2021-05-18 19:31:48.015195,0,122.4,0,153.9,0.04,3689.3,9.592,89.8,122.7,0.729,0,121.9,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:49.015195,0,122.3,0,155.2,0.04,3677.7,9.562,89.6,122.6,0.73,0,121.8,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:50.015195,89.2,121.9,0.726,156.5,0.04,3665.5,9.53,89.6,122.5,0.733,0,121.7,0,100,3,2,60.1,892, 
ttyS3, 2021-05-18 19:31:51.015195,89.5,121.9,0.728,157,0.04,3636.7,9.455,89.6,122.5,0.73,0,121.7,0,100,3,2,60.1,895, 
ttyS3, 2021-05-18 19:31:52.015195,0,122.1,0,158.2,0.041,3621.1,9.414,89.5,122.4,0.728,0,121.7,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:53.015195,0,122.4,0,159.7,0.041,3615.2,9.399,89.8,122.5,0.731,0,121.7,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:54.015195,89.4,122,0.726,160.7,0.041,3598.9,9.357,90,122.6,0.732,0,121.9,0,100,3,2,60,894, 
ttyS3, 2021-05-18 19:31:55.015195,89.5,121.8,0.727,161.3,0.041,3572.1,9.287,89.8,122.7,0.731,0,121.7,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:56.015195,0,122.5,0,162.4,0.042,3557.1,9.248,89.5,122.7,0.728,0,121.7,0,100,3,2,60.1,0, 
ttyS3, 2021-05-18 19:31:57.015195,0,122.7,0,163.7,0.042,3547.9,9.224,90.1,122.8,0.733,0,122,0,100,3,2,59.9,0, 
ttyS3, 2021-05-18 19:31:58.015195,0,122.6,0,165,0.042,3538.6,9.2,90.3,122.9,0.734,0,122,0,100,3,2,60,0, 
ttyS3, 2021-05-18 19:31:59.015195,89.8,122.3,0.727,166.2,0.043,3525.3,9.165,90.1,122.7,0.732,0,122,0,100,3,2,59.9,898, 
ttyS3, 2021-05-18 19:32:00.015195,89.9,122.2,0.729,166.7,0.043,3500,9.1,90.1,122.7,0.733,0,122.1,0,100,3,2,60,899, 
ttyS3, 2021-05-18 19:32:01.015195,0,122.7,0,167.7,0.043,3484.7,9.06,89.9,122.8,0.73,0,121.8,0,100,3,2,60,0, 
ttyS3, 2021-05-18 19:32:02.015195,0,122.5,0,169.2,0.044,3480.9,9.05,90,122.8,0.733,0,122,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:03.015195,1.6,122.4,0,170.4,0.044,3469.1,9.019,90.1,122.7,0.746,0,121.9,0,100,2,2,60,16, 
ttyS3, 2021-05-18 19:32:04.015195,0,122.5,0,171.3,0.044,3453.2,8.978,89.8,122.6,0.73,0,121.8,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:05.015195,89.4,121.9,0.726,172.8,0.044,3450.2,8.97,90,122.6,0.732,0,121.8,0,100,2,2,60,894, 
ttyS3, 2021-05-18 19:32:06.015195,0,122.5,0,173.7,0.045,3433.4,8.926,89.6,122.6,0.73,0,121.7,0,100,2,2,59.9,0, 
ttyS3, 2021-05-18 19:32:07.015195,89.9,122.1,0.729,174.6,0.045,3418.8,8.889,90,122.6,0.732,0,121.9,0,100,2,2,60.1,899, 
ttyS3, 2021-05-18 19:32:08.015195,0,122.7,0,176,0.045,3413.3,8.874,90.1,122.7,0.732,0,122,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:09.015195,0,122.9,0,176.8,0.045,3396.1,8.829,90.1,123,0.733,0,122.2,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:10.015195,90.1,122.3,0.729,178,0.046,3386.1,8.804,90.5,122.9,0.733,0,122.1,0,100,2,2,60,901, 
ttyS3, 2021-05-18 19:32:11.015195,0,122.8,0,179.1,0.046,3376.4,8.778,90.5,123,0.734,0,122.2,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:12.015195,0,122.8,0,180,0.046,3360.3,8.736,89.9,123,0.733,0,122.2,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:13.015195,90.4,122.5,0.731,181.2,0.047,3352.5,8.716,90.7,123.1,0.735,0,122.1,0,100,2,2,60,904, 
ttyS3, 2021-05-18 19:32:14.015195,0,123.2,0,182.3,0.047,3341.8,8.688,90.4,123.2,0.734,0,122,0,100,2,2,59.9,0, 
ttyS3, 2021-05-18 19:32:15.015195,0,123,0,183.1,0.047,3327.3,8.651,90.9,123.2,0.735,0,122.4,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:16.015195,0,123.1,0,184.1,0.047,3314.8,8.618,90.3,123.2,0.736,0,122.4,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:17.015195,0,122.4,0,185,0.048,3302.2,8.585,91.3,123.4,0.736,0,122.2,0,100,2,2,59.9,0, 
ttyS3, 2021-05-18 19:32:18.015195,0,122.8,0,185.9,0.048,3289.7,8.553,90.3,122.8,0.733,0,122,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:19.015195,0,122.8,0,186.8,0.048,3277.5,8.521,90.3,123,0.733,0,122.1,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:20.015195,90.2,122.3,0.73,188,0.048,3269.2,8.5,90.3,123.1,0.734,0,122.1,0,100,2,2,60,902, 
ttyS3, 2021-05-18 19:32:21.015195,90.1,122.4,0.729,189.2,0.049,3262.1,8.481,90.3,122.8,0.733,0,122.2,0,100,2,2,60,901, 
ttyS3, 2021-05-18 19:32:22.015195,90.1,122.4,0.729,190.4,0.049,3255.8,8.465,90.3,122.9,0.734,0,122.2,0,100,2,2,60,901, 
ttyS3, 2021-05-18 19:32:23.015195,0,122.8,0,191.6,0.049,3248.6,8.446,90.5,123,0.734,0,122.3,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:24.015195,0,123,0,192.6,0.05,3237.9,8.418,90.5,123.2,0.734,0,122.3,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:25.015195,0,122.6,0,193.6,0.05,3227.8,8.392,91.1,123.3,0.736,0,122.4,0,100,2,2,60,0, 
