YYYY-MM-DD,HH:MM:SS.ssssss,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,HZ,VA,
ttyS3, 2021-05-18 19:18:58.015195,36.5,122.2,0.306,809.7,0.21,1479.1,3.845,48.6,122.5,0.517,35.3,122.1,0.275,95,0,0,60.1,383, 
ttyS3, 2021-05-18 19:18:59.015195,39.7,122.2,0.352,811.1,0.21,1480.3,3.848,49.5,122.4,0.503,34.4,121.9,0.28,86,0,0,60,459, 
ttyS3, 2021-05-18 19:19:00.015195,45.5,122.3,0.378,812.5,0.211,1481.6,3.852,49.7,122.4,0.506,34.9,121.9,0.288,92,0,0,60.1,490, 
ttyS3, 2021-05-18 19:19:01.015195,36.1,122.2,0.353,813.9,0.211,1482.8,3.855,51.2,122.5,0.548,34.6,122,0.286,83,0,0,60.1,430, 
ttyS3, 2021-05-18 19:19:02.015195,43.9,122.5,0.41,815.4,0.212,1484.1,3.858,53.3,122.7,0.552,35.9,122.1,0.284,85,0,0,60.1,514, 
ttyS3, 2021-05-18 19:19:03.015195,53,122.5,0.481,816.8,0.212,1485.3,3.862,53.5,122.8,0.542,35.3,122.2,0.277,91,0,0,60,582, 
ttyS3, 2021-05-18 19:19:04.015195,36.7,122.8,0.305,818.2,0.212,1486.7,3.865,55.3,122.8,0.553,33.2,122.4,0.287,93,0,0,59.9,391, 
ttyS3, 2021-05-18 19:19:05.015195,36.4,122.5,0.304,819.7,0.213,1488,3.868,57.6,122.8,0.598,35.3,122.4,0.28,90,0,0,60,404, 
ttyS3, 2021-05-18 19:19:06.015195,36,122.4,0.331,821.4,0.213,1489.8,3.873,110.9,122.6,1.293,33.6,122.2,0.282,84,0,0,60,425, 
ttyS3, 2021-05-18 19:19:07.015195,42.5,121.5,0.416,822.7,0.213,1490.8,3.876,52.4,122.6,0.537,34.1,121.4,0.28,87,0,0,60,488, 
ttyS3, 2021-05-18 19:19:08.015195,35.2,122.4,0.321,824,0.214,1491.9,3.878,49.7,122.5,0.49,33.4,120.9,0.276,88,0,0,60,0, 
ttyS3, 2021-05-18 19:19:09.015195,43.4,122.2,0.42,825.4,0.214,1493,3.881,52.5,122.6,0.522,34.9,122.1,0.281,85,0,0,60,509, 
ttyS3, 2021-05-18 19:19:10.015195,52.8,122.4,0.462,826.8,0.214,1494.2,3.885,58.8,122.5,0.587,35.3,122,0.282,94,0,0,60,0, 
ttyS3, 2021-05-18 19:19:11.015195,39.7,122.4,0.379,828.2,0.215,1495.4,3.888,52.8,122.7,0.535,34.2,122.1,0.285,90,0,0,60,438, 
ttyS3, 2021-05-18 19:19:12.015195,42.3,122.4,0.356,829.6,0.215,1496.6,3.891,52.5,122.6,0.532,34.2,122,0.272,91,0,0,60,462, 
ttyS3, 2021-05-18 19:19:13.015195,35.4,122.3,0.338,831,0.216,1497.7,3.894,55.2,122.5,0.543,33.8,122,0.268,88,0,0,60,399, 
ttyS3, 2021-05-18 19:19:14.015195,33.7,122.3,0.313,832.3,0.216,1498.8,3.896,47,122.4,0.539,33,121.9,0.275,85,0,0,60,393, 
ttyS3, 2021-05-18 19:19:15.015195,35.9,122.2,0.326,833.7,0.216,1500,3.9,54,122.4,0.608,32.3,121.9,0.272,93,0,0,60,385, 
ttyS3, 2021-05-18 19:19:16.015195,34.1,122.6,0.311,835.1,0.217,1501.2,3.903,53.1,122.6,0.572,34,122.1,0.28,87,0,0,60,388, 
ttyS3, 2021-05-18 19:19:17.015195,43.2,122.6,0.318,836.6,0.217,1502.5,3.906,64.4,122.8,0.601,33.6,122.3,0.28,88,0,0,60,488, 
ttyS3, 2021-05-18 19:19:18.015195,38.3,122.7,0.331,838,0.217,1503.6,3.909,51.4,122.8,0.527,33,122.3,0.271,92,0,0,60,412, 
ttyS3, 2021-05-18 19:19:19.015195,35.9,122.7,0.31,839.3,0.218,1504.7,3.912,53.1,123,0.556,34.8,122.5,0.273,90,0,0,60,396, 
ttyS3, 2021-05-18 19:19:20.015195,36.5,122.6,0.343,840.7,0.218,1505.9,3.915,50.8,122.9,0.54,33.8,122.4,0.274,91,0,0,60.1,401, 
ttyS3, 2021-05-18 19:19:21.015195,33.1,122.1,0.278,842,0.218,1506.9,3.918,46.6,122.8,0.501,32.5,122,0.27,89,0,0,60,370, 
ttyS3, 2021-05-18 19:19:22.015195,36.8,122.4,0.318,843.4,0.219,1508,3.921,54.6,122.8,0.538,32.1,122,0.275,96,0,0,60.1,383, 
ttyS3, 2021-05-18 19:19:23.015195,35.7,122,0.419,844.7,0.219,1509,3.923,45.2,122.6,0.478,33.8,121.9,0.271,86,0,0,60.1,414, 
ttyS3, 2021-05-18 19:19:24.015195,37.7,121.8,0.319,846,0.219,1510,3.926,48,122.2,0.492,34.5,121.7,0.27,95,0,0,60.1,393, 
ttyS3, 2021-05-18 19:19:25.015195,38.4,121.9,0.305,847.3,0.22,1511.1,3.928,50.1,122.2,0.507,33.6,121.7,0.276,88,0,0,60.1,0, 
ttyS3, 2021-05-18 19:19:26.015195,35.3,122.1,0.295,848.7,0.22,1512.1,3.931,48.3,122.2,0.505,33,121.7,0.271,92,0,0,60,383, 
ttyS3, 2021-05-18 19:19:27.015195,46.7,121.7,0.469,850.1,0.221,1513.2,3.934,49.5,122.2,0.52,33.2,121.7,0.282,84,0,0,60,553, 
ttyS3, 2021-05-18 19:19:28.015195,36.4,122,0.334,851.4,0.221,1514.4,3.937,51.8,122.2,0.549,33.7,121.6,0.277,91,0,0,60.1,0, 
ttyS3, 2021-05-18 19:19:29.015195,34.7,121.9,0.294,852.7,0.221,1515.4,3.94,50.4,122.2,0.525,33.9,121.7,0.273,93,0,0,60,0, 
ttyS3, 2021-05-18 19:19:30.015195,36.5,121.9,0.321,854.1,0.222,1516.4,3.942,62.2,122.2,0.593,34,121.7,0.274,94,0,0,60.1,385, 
ttyS3, 2021-05-18 19:19:31.015195,34.8,122.1,0.312,855.4,0.222,1517.4,3.945,44.8,122.2,0.5,33,121.7,0.275,85,0,0,60,409, 
ttyS3, 2021-05-18 19:19:32.015195,38,122,0.319,856.8,0.222,1518.5,3.948,53.3,122.4,0.586,34,121.7,0.27,93,0,0,60,0, 
ttyS3, 2021-05-18 19:19:33.015195,40.1,122.3,0.3,858.1,0.223,1519.6,3.951,52.1,122.6,0.507,33.8,121.7,0.274,100,0,0,60,401, 
ttyS3, 2021-05-18 19:19:34.015195,36.1,122.8,0.329,859.5,0.223,1520.7,3.953,50.4,122.8,0.51,35.2,121.9,0.28,85,0,0,60,422, 
ttyS3, 2021-05-18 19:19:35.015195,35,122.2,0.295,860.9,0.223,1521.9,3.957,51.4,123,0.514,35,122.1,0.286,90,0,0,60,385, 
ttyS3, 2021-05-18 19:19:36.015195,50.6,122.5,0.526,862.4,0.224,1523.2,3.96,58.8,122.7,0.565,34.8,121.8,0.277,91,0,0,60,553, 
ttyS3, 2021-05-18 19:19:37.015195,46.2,122.6,0.394,864,0.224,1524.6,3.964,73.4,122.8,0.886,34.6,122.2,0.277,93,0,0,60.1,496, 
ttyS3, 2021-05-18 19:19:38.015195,46.3,123,0.443,865.4,0.225,1525.8,3.967,52.4,123.2,0.56,35.3,122.5,0.293,85,0,0,60.1,540, 
ttyS3, 2021-05-18 19:19:39.015195,37,122.4,0.321,866.8,0.225,1526.9,3.969,50.8,123.2,0.531,34.4,122.3,0.275,92,0,0,60,401, 
ttyS3, 2021-05-18 19:19:40.015195,39.8,122.6,0.4,868.1,0.225,1527.9,3.972,47.8,122.7,0.526,34.2,122.2,0.272,90,0,0,60.1,438, 
ttyS3, 2021-05-18 19:19:41.015195,51.2,122.6,0.376,869.5,0.226,1529,3.975,51.2,122.9,0.536,34,122.3,0.274,88,0,0,60.1,0, 
ttyS3, 2021-05-18 19:19:42.015195,45.8,122.6,0.402,871,0.226,1530.3,3.978,56.5,122.8,0.588,35.3,122.2,0.287,89,0,0,60,514, 
ttyS3, 2021-05-18 19:19:43.015195,40.7,122.6,0.326,872.5,0.226,1531.7,3.982,54.8,122.9,0.576,37.4,122.3,0.299,95,0,0,60.1,425, 
