"Meter,","Time,","W,","V,","A,","WH,","Cost,","WH/Mo,","Cost/Mo,","Wmax,","Vmax,","Amax,","Wmin,","Vmin,","Amin,","PF,","DC,","PC,","HZ,",VA,
ttyS3, 2021-03-08 16:35:26.860399,3.8,122.2,0.05,14,0.003,249.1,0.647,3.8,122.7,0.058,3.7,122,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:27.860399,3.7,122.1,0.03,14.1,0.003,249.1,0.647,3.8,122.2,0.052,3.7,122,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:28.860399,3.8,122.1,0.031,14.1,0.003,249.1,0.647,3.8,122.1,0.057,3.7,121.9,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:29.860399,3.8,122,0.031,14.1,0.003,249.1,0.647,3.8,122.1,0.06,3.7,121.8,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:30.860399,3.8,121.3,0.051,14.1,0.003,249.1,0.647,3.8,122,0.061,3.7,121.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:31.860399,3.8,121.5,0.031,14.1,0.003,249.1,0.647,3.8,121.5,0.052,3.7,121.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:32.860399,3.7,121.4,0.03,14.1,0.003,249.2,0.647,3.8,121.5,0.061,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:33.860399,3.8,121.4,0.031,14.1,0.003,249.1,0.647,3.8,121.5,0.057,3.7,121.3,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:35:34.860399,3.8,121.5,0.053,14.1,0.003,249.2,0.647,3.8,121.5,0.059,3.7,121.3,0,55,0,1,59.9,0, 
ttyS3, 2021-03-08 16:35:35.860399,3.8,121.6,0.031,14.1,0.003,249.2,0.647,3.8,121.6,0.053,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:36.860399,3.7,121.5,0.03,14.1,0.003,249.2,0.647,3.8,121.6,0.06,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:37.860399,3.8,121.5,0,14.1,0.003,249.2,0.647,3.8,121.6,0.063,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:38.860399,3.8,121.4,0.031,14.1,0.003,249.2,0.647,3.8,121.5,0.063,3.7,121.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:39.860399,3.8,121.6,0.051,14.2,0.003,249.2,0.647,3.8,121.6,0.054,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:40.860399,3.7,121.5,0.03,14.2,0.003,249.2,0.647,3.8,121.6,0.06,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:41.860399,3.8,121.5,0.031,14.2,0.003,249.2,0.647,3.8,121.6,0.062,3.7,121.4,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:42.860399,3.8,121.5,0.031,14.2,0.003,249.2,0.647,3.8,121.6,0.058,3.7,121.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:43.860399,3.8,121.5,0.059,14.2,0.003,249.2,0.647,3.8,121.5,0.059,3.7,121.3,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:35:44.860399,3.7,121.5,0.03,14.2,0.003,249.2,0.647,3.8,121.5,0.059,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:45.860399,3.7,121.4,0.03,14.2,0.003,249.2,0.647,3.8,121.5,0.056,3.7,121.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:46.860399,3.8,121.4,0.051,14.2,0.003,249.2,0.647,3.8,121.5,0.061,3.7,121.3,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:47.860399,3.8,121.4,0.051,14.2,0.003,249.2,0.647,3.8,121.5,0.058,3.7,121.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:48.860399,3.8,121.3,0.031,14.2,0.003,249.2,0.647,3.8,121.4,0.054,3.7,121.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:49.860399,3.7,121.4,0.05,14.2,0.003,249.2,0.647,3.8,121.4,0.064,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:50.860399,3.8,121.3,0.031,14.2,0.003,249.2,0.647,3.8,121.4,0.06,3.7,121.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:51.860399,3.8,121.3,0.052,14.2,0.003,249.2,0.647,3.8,121.4,0.06,3.7,121.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:35:52.860399,3.8,121.5,0.031,14.2,0.003,249.2,0.647,3.8,121.5,0.06,3.7,121.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:53.860399,3.8,121.5,0.051,14.2,0.003,249.2,0.647,3.8,121.5,0.052,3.7,121.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:54.860399,3.7,121.5,0.03,14.3,0.003,249.2,0.647,3.8,121.5,0.059,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:55.860399,3.8,121.4,0.031,14.3,0.003,249.2,0.647,3.8,121.5,0.058,3.7,121.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:56.860399,3.8,121.5,0.031,14.3,0.003,249.2,0.647,3.8,121.5,0.061,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:57.860399,3.8,121.4,0.052,14.3,0.003,249.2,0.647,3.8,121.5,0.058,3.7,121.3,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:58.860399,3.7,121.5,0.03,14.3,0.003,249.2,0.647,3.8,121.6,0.052,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:59.860399,3.7,121.4,0.03,14.3,0.003,249.2,0.647,3.8,121.5,0.059,3.7,121.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:00.860399,3.8,121.4,0.031,14.3,0.003,249.2,0.647,3.8,121.5,0.062,3.7,121.3,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:01.860399,3.8,121.4,0.051,14.3,0.003,249.2,0.647,3.8,121.5,0.053,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:02.860399,3.7,121.4,0.03,14.3,0.003,249.2,0.647,3.8,121.5,0.058,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:03.860399,3.8,121.3,0.031,14.3,0.003,249.2,0.647,3.8,121.5,0.061,3.7,121.2,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:04.860399,3.8,121.3,0.055,14.3,0.003,249.2,0.647,3.8,121.4,0.055,3.7,121.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:05.860399,3.8,121.4,0.031,14.3,0.003,249.2,0.647,3.8,121.4,0.055,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:06.860399,3.7,121.4,0.03,14.4,0.003,249.2,0.647,3.8,121.4,0.058,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:07.860399,3.8,121.4,0.031,14.4,0.003,249.2,0.647,3.8,121.5,0.058,3.7,121.3,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:08.860399,3.8,121.4,0.051,14.4,0.003,249.2,0.647,3.8,121.5,0.056,3.7,121.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:36:09.860399,3.8,121.4,0.031,14.4,0.003,249.2,0.647,3.8,121.5,0.051,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:10.860399,3.7,121.4,0.03,14.4,0.003,249.2,0.647,3.8,121.5,0.063,3.7,121.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:11.860399,3.8,121.4,0.05,14.4,0.003,249.2,0.647,3.8,121.5,0.057,3.7,121.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:12.860399,3.8,121.4,0.051,14.4,0.003,249.2,0.647,3.8,121.5,0.058,3.7,121.3,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:36:13.860399,3.8,121.4,0.031,14.4,0.003,249.2,0.647,3.8,121.5,0.054,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:14.860399,3.8,121.5,0.031,14.4,0.003,249.2,0.647,3.8,121.5,0.059,3.7,121.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:15.860399,3.7,121.5,0.03,14.4,0.003,249.2,0.647,3.8,121.5,0.059,3.7,121.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:16.860399,3.8,121.4,0.031,14.4,0.003,249.2,0.647,3.8,121.5,0.06,3.7,121.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:17.860399,3.8,121.4,0.031,14.4,0.003,249.2,0.647,3.8,121.5,0.057,3.7,121.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:18.860399,3.7,121.4,0.03,14.5,0.003,249.2,0.647,3.8,121.5,0.053,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:19.860399,3.8,121.4,0.031,14.5,0.003,249.2,0.647,3.8,121.5,0.061,3.7,121.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:20.860399,3.8,121.5,0.031,14.5,0.003,249.2,0.647,3.8,121.5,0.063,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:21.860399,3.8,121.4,0.031,14.5,0.003,249.2,0.647,3.8,121.5,0.051,3.7,121.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:22.860399,3.7,121.2,0.03,14.5,0.003,249.2,0.647,3.8,121.4,0.061,3.7,121.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:23.860399,3.8,121.4,0.031,14.5,0.003,249.2,0.647,3.8,121.5,0.058,3.7,121.2,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:24.860399,3.8,121.6,0.031,14.5,0.003,249.2,0.647,3.8,121.6,0.059,3.7,121.3,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:25.860399,3.8,122.1,0.05,14.5,0.003,249.2,0.647,3.8,122.1,0.059,3.7,121.4,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:36:26.860399,3.8,122,0.031,14.5,0.003,249.2,0.647,3.8,122.1,0.052,3.7,121.9,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:27.860399,3.8,122,0.031,14.5,0.003,249.2,0.647,3.8,122.1,0.056,3.8,121.9,0.031,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:28.860399,3.8,122,0.031,14.5,0.003,249.2,0.647,3.8,122.1,0.055,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:29.860399,3.8,122,0.031,14.5,0.003,249.2,0.647,3.8,122.1,0.052,3.7,121.9,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:30.860399,3.8,122,0.031,14.5,0.003,249.2,0.647,3.8,122.1,0.054,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:31.860399,3.7,121.8,0.03,14.5,0.003,249.2,0.647,3.8,122.1,0.06,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:32.860399,3.8,121.3,0.031,14.5,0.003,249.2,0.647,3.8,121.9,0.056,3.7,121.2,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:33.860399,3.8,121.2,0.031,14.6,0.003,249.2,0.648,3.8,121.4,0.052,3.7,121.1,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:34.860399,3.7,121.8,0,14.6,0.003,249.2,0.647,3.8,121.9,0.06,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:35.860399,3.8,121.2,0.05,14.6,0.003,249.2,0.648,3.8,121.9,0.06,3.7,121.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:36.860399,3.8,121.7,0.031,14.6,0.003,249.2,0.648,3.8,121.8,0.055,3.7,121.1,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:37.860399,3.8,121.3,0.05,14.6,0.003,249.2,0.648,3.8,121.9,0.057,3.7,121.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:38.860399,3.7,121.3,0.03,14.6,0.003,249.2,0.648,3.8,121.3,0.052,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:39.860399,3.8,121.8,0.031,14.6,0.003,249.2,0.648,3.8,121.9,0.058,3.7,121.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:40.860399,3.7,121.3,0.03,14.6,0.003,249.2,0.648,3.8,121.9,0.06,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:41.860399,3.8,121.7,0.031,14.6,0.003,249.2,0.648,3.8,121.9,0.061,3.7,121.1,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:42.860399,3.7,121.4,0.052,14.6,0.003,249.2,0.648,3.8,122,0.052,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:43.860399,3.7,121.5,0.03,14.6,0.003,249.2,0.648,3.8,121.6,0.059,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:44.860399,3.8,121.9,0.031,14.6,0.003,249.2,0.648,3.8,122.1,0.06,3.7,121.5,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:45.860399,3.8,121.5,0.031,14.7,0.003,249.2,0.648,3.8,122,0.058,3.7,121.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:46.860399,3.8,121.8,0.031,14.7,0.003,249.2,0.648,3.8,121.9,0.058,3.7,121.3,0.03,58,0,1,60,0, 
ttyS3, 2021-03-08 16:36:47.860399,3.8,121.9,0.031,14.7,0.003,249.2,0.648,3.8,122,0.053,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:48.860399,3.8,121.8,0.031,14.7,0.003,249.2,0.648,3.8,121.9,0.058,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:49.860399,3.8,121.8,0.031,14.7,0.003,249.2,0.648,3.8,121.9,0.057,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:36:50.860399,3.8,121.8,0.031,14.7,0.003,249.2,0.648,3.8,121.9,0.061,3.7,121.7,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:51.860399,3.7,121.7,0.03,14.7,0.003,249.2,0.648,3.8,121.9,0.05,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:52.860399,3.7,121.8,0.03,14.7,0.003,249.2,0.648,3.8,122,0.058,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:53.860399,3.8,121.9,0.031,14.7,0.003,249.2,0.648,3.8,122,0.057,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:54.860399,3.8,121.9,0.031,14.7,0.003,249.2,0.648,3.8,121.9,0.06,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:55.860399,3.8,121.9,0.031,14.7,0.003,249.2,0.648,3.8,121.9,0.052,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:56.860399,3.7,121.9,0,14.7,0.003,249.2,0.648,3.8,122,0.058,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:36:57.860399,3.7,121.9,0.03,14.7,0.003,249.2,0.648,3.8,122,0.059,3.7,121.8,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:58.860399,3.8,121.8,0.031,14.8,0.003,249.2,0.648,3.8,122,0.058,3.7,121.7,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:36:59.860399,3.8,121.8,0.031,14.8,0.003,249.2,0.648,3.8,121.9,0.054,3.7,121.7,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:00.860399,3.8,121.8,0.031,14.8,0.003,249.2,0.648,3.8,121.9,0.064,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:37:01.860399,3.7,121.8,0.03,14.8,0.003,249.2,0.648,3.8,121.9,0.051,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:02.860399,3.7,122,0.03,14.8,0.003,249.2,0.648,3.8,122,0.059,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:03.860399,3.8,121.9,0.031,14.8,0.003,249.2,0.648,3.8,122,0.055,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:04.860399,3.8,121.9,0.031,14.8,0.003,249.2,0.648,3.8,122,0.059,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:37:05.860399,3.8,121.8,0.031,14.8,0.003,249.2,0.648,3.8,121.9,0.051,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:06.860399,3.7,121.8,0.03,14.8,0.003,249.2,0.648,3.8,121.9,0.055,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:07.860399,3.8,121.9,0.031,14.8,0.003,249.2,0.648,3.8,122,0.058,3.7,121.8,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:08.860399,3.8,122,0.031,14.8,0.003,249.2,0.648,3.8,122,0.061,3.7,121.8,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:37:09.860399,3.8,121.7,0.031,14.8,0.003,249.2,0.648,3.8,122,0.052,3.7,121.7,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:10.860399,15.6,121.8,0.145,14.9,0.003,249.4,0.648,15.6,121.9,0.147,3.8,121.7,0.031,87,0,1,60,0, 
ttyS3, 2021-03-08 16:37:11.860399,15.6,121.8,0.147,14.9,0.003,249.8,0.649,15.6,121.9,0.153,15.6,121.7,0.144,86,0,1,60,0, 
ttyS3, 2021-03-08 16:37:12.860399,15.6,122,0.149,14.9,0.003,250.3,0.65,15.7,122,0.155,15.6,121.7,0.138,85,0,1,60,0, 
ttyS3, 2021-03-08 16:37:13.860399,4.9,121.9,0.052,14.9,0.003,250.4,0.651,15.6,122,0.15,4.9,121.7,0,75,0,1,60,0, 
ttyS3, 2021-03-08 16:37:14.860399,4.2,121.8,0.034,14.9,0.003,250.4,0.651,4.9,121.9,0.052,4.2,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:15.860399,3.9,121.8,0.032,15,0.003,250.4,0.651,4.2,121.8,0.059,3.9,121.6,0.032,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:16.860399,3.9,121.8,0.032,15,0.003,250.4,0.651,3.9,121.8,0.056,3.9,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:17.860399,3.8,121.9,0.031,15,0.003,250.4,0.651,3.9,122,0.05,3.8,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:18.860399,33.1,121.7,0.284,15,0.003,251.4,0.653,33.1,122,0.308,3.8,121.7,0.031,90,0,1,60,0, 
ttyS3, 2021-03-08 16:37:19.860399,33.6,121.9,0.268,15.1,0.003,252.6,0.656,34.1,122,0.333,33.1,121.7,0.266,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:20.860399,33.5,121.9,0.273,15.2,0.003,253.7,0.659,33.6,122,0.275,33.4,121.8,0.267,99,0,1,60,0, 
ttyS3, 2021-03-08 16:37:21.860399,32.9,121.9,0.292,15.3,0.003,254.7,0.662,33.5,122,0.326,32.7,121.8,0.239,97,0,1,60,0, 
ttyS3, 2021-03-08 16:37:22.860399,53.5,121.8,0.459,15.4,0.004,256.1,0.665,53.5,121.9,0.464,32.9,121.6,0.287,97,0,1,60,0, 
ttyS3, 2021-03-08 16:37:23.860399,43.6,121.6,0.392,15.5,0.004,257.8,0.67,53.7,121.9,0.48,42.9,121.6,0.281,92,0,1,60,0, 
ttyS3, 2021-03-08 16:37:24.860399,46.7,121.7,0.41,15.6,0.004,259.4,0.674,46.7,121.8,0.488,43.6,121.6,0.392,92,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:25.860399,47.6,121.8,0.392,15.7,0.004,261.1,0.678,53.5,121.8,0.515,46.7,121.6,0.376,93,0,1,60,0, 
ttyS3, 2021-03-08 16:37:26.860399,1.8,121.7,0,15.8,0.004,262.5,0.682,48,121.8,0.488,1.8,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:27.860399,49.7,121.8,0.435,15.9,0.004,263.7,0.685,49.7,121.9,0.509,1.8,121.6,0,93,0,1,60,0, 
ttyS3, 2021-03-08 16:37:28.860399,45.2,121.9,0.398,16,0.004,265.5,0.69,59.9,121.9,0.588,44.8,121.7,0.339,87,0,1,60,0, 
ttyS3, 2021-03-08 16:37:29.860399,47,121.9,0.402,16.1,0.004,267.3,0.695,54.6,121.9,0.554,45.2,121.6,0.397,88,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:30.860399,50.6,121.8,0.442,16.2,0.004,269,0.699,56.9,121.9,0.555,46.9,121.7,0.348,89,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:31.860399,52.2,121.9,0.43,16.3,0.004,270.9,0.704,65.2,121.9,0.619,50.6,121.7,0.424,92,0,1,60,0, 
ttyS3, 2021-03-08 16:37:32.860399,42,121.7,0.456,16.4,0.004,272.5,0.708,52.7,121.9,0.547,41.5,121.7,0.289,86,0,1,60,0, 
ttyS3, 2021-03-08 16:37:33.860399,2.3,121.9,0,16.5,0.004,273.6,0.711,51,121.9,0.52,2.2,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:37:34.860399,38.3,121.9,0.383,16.6,0.004,274.8,0.714,43.1,122,0.449,2.3,121.7,0,94,0,1,60,0, 
ttyS3, 2021-03-08 16:37:35.860399,32,121.9,0.28,16.6,0.004,275.9,0.717,38.3,121.9,0.414,31.3,121.6,0.248,86,0,1,60,0, 
ttyS3, 2021-03-08 16:37:36.860399,46.3,121.8,0.436,16.7,0.004,277.2,0.72,46.3,121.9,0.447,32,121.7,0.268,89,0,1,60,0, 
ttyS3, 2021-03-08 16:37:37.860399,41.5,121.8,0.346,16.8,0.004,278.5,0.724,48.2,121.9,0.506,35.5,121.7,0.281,90,0,1,60,0, 
ttyS3, 2021-03-08 16:37:38.860399,64.4,121.7,0.579,16.9,0.004,280,0.728,64.4,121.9,0.589,39.1,121.6,0.286,91,0,1,60,0, 
ttyS3, 2021-03-08 16:37:39.860399,49.5,121.7,0.463,17,0.004,281.8,0.732,64.4,121.9,0.579,49.3,121.6,0.415,87,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:40.860399,42.7,121.9,0.377,17.1,0.004,283.3,0.736,50.1,121.9,0.522,35.9,121.6,0.303,87,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:41.860399,44.2,122,0.407,17.2,0.004,284.6,0.74,44.4,122,0.479,36.4,121.7,0.305,84,0,1,60,0, 
ttyS3, 2021-03-08 16:37:42.860399,46.8,121.8,0.416,17.3,0.004,286.3,0.744,56.1,122,0.526,44.2,121.7,0.366,87,0,1,60,0, 
ttyS3, 2021-03-08 16:37:43.860399,44.8,121.8,0.437,17.4,0.004,287.7,0.748,46.8,121.9,0.454,44.8,121.7,0.352,93,0,1,60,0, 
ttyS3, 2021-03-08 16:37:44.860399,33.6,121.8,0.307,17.5,0.004,288.9,0.751,44.9,121.8,0.493,33.4,121.6,0.26,90,0,1,60,0, 
ttyS3, 2021-03-08 16:37:45.860399,0,121.8,0,17.6,0.004,289.6,0.753,33.6,121.9,0.354,0,121.6,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:37:46.860399,46.1,121.9,0.353,17.6,0.004,290.2,0.754,46.1,122,0.456,0,121.6,0,92,0,1,60,0, 
ttyS3, 2021-03-08 16:37:47.860399,44.1,121.8,0.444,17.7,0.004,291.6,0.758,53.8,121.9,0.553,33.3,121.7,0.233,88,0,1,60,0, 
ttyS3, 2021-03-08 16:37:48.860399,44,121.7,0.437,17.8,0.004,293.1,0.762,44.8,121.8,0.49,44,121.6,0.301,94,0,1,60,0, 
ttyS3, 2021-03-08 16:37:49.860399,43.3,121.7,0.4,17.9,0.004,294.6,0.766,52.5,121.7,0.557,43.3,121.6,0.344,89,0,1,60,0, 
ttyS3, 2021-03-08 16:37:50.860399,36.6,121.9,0.398,18,0.004,295.9,0.769,43.8,121.9,0.476,36.6,121.6,0.272,91,0,1,60,0, 
ttyS3, 2021-03-08 16:37:51.860399,36.4,121.8,0.392,18.1,0.004,297,0.772,36.7,121.9,0.443,36.1,121.7,0.261,88,0,1,60,0, 
ttyS3, 2021-03-08 16:37:52.860399,37.2,121.7,0.38,18.2,0.004,298.3,0.775,37.3,121.9,0.456,36.4,121.7,0.256,89,0,1,60,0, 
ttyS3, 2021-03-08 16:37:53.860399,43.6,121.7,0.463,18.3,0.004,299.4,0.778,43.6,121.9,0.5,36,121.6,0.279,91,0,1,60,0, 
ttyS3, 2021-03-08 16:37:54.860399,44,121.7,0.479,18.3,0.004,300.6,0.781,44,121.9,0.495,35.5,121.7,0.272,92,0,1,60,0, 
ttyS3, 2021-03-08 16:37:55.860399,53.3,121.8,0.523,18.4,0.004,302.3,0.786,54.2,121.9,0.533,44,121.6,0.355,88,0,1,60,0, 
ttyS3, 2021-03-08 16:37:56.860399,47,121.8,0.493,18.6,0.004,303.9,0.79,53.7,121.9,0.604,39.3,121.6,0.317,90,0,1,60,0, 
ttyS3, 2021-03-08 16:37:57.860399,53.3,121.8,0.499,18.7,0.004,305.5,0.794,53.3,121.9,0.543,47,121.7,0.362,89,0,1,60,0, 
ttyS3, 2021-03-08 16:37:58.860399,53.6,121.7,0.509,18.8,0.004,307.2,0.798,62.9,121.9,0.576,39.8,121.7,0.317,85,0,1,60,0, 
ttyS3, 2021-03-08 16:37:59.860399,39.8,121.9,0.307,18.9,0.004,308.6,0.802,53.6,121.9,0.523,39.8,121.7,0.287,97,0,1,60,0, 
ttyS3, 2021-03-08 16:38:00.860399,43.1,122,0.389,18.9,0.004,309.7,0.805,43.1,122,0.418,37.1,121.8,0.284,91,0,1,60,0, 
ttyS3, 2021-03-08 16:38:01.860399,36.8,121.9,0.428,19,0.004,311,0.808,43.2,122,0.43,35.5,121.8,0.288,89,0,1,60,0, 
ttyS3, 2021-03-08 16:38:02.860399,35.5,121.8,0.296,19.1,0.004,312.1,0.811,36.8,121.9,0.428,35.5,121.7,0.278,91,0,1,60,0, 
ttyS3, 2021-03-08 16:38:03.860399,35.1,121.7,0.296,19.2,0.005,313.2,0.814,35.6,121.9,0.401,35.1,121.7,0.281,88,0,1,60,0, 
ttyS3, 2021-03-08 16:38:04.860399,35.5,121.9,0.311,19.3,0.005,314.3,0.817,42.1,121.9,0.442,34.9,121.7,0.278,89,0,1,60,0, 
ttyS3, 2021-03-08 16:38:05.860399,34.9,121.8,0.288,19.3,0.005,315.4,0.82,35.5,121.9,0.395,34.9,121.7,0.28,89,0,1,60,0, 
ttyS3, 2021-03-08 16:38:06.860399,34.9,121.7,0.339,19.4,0.005,316.5,0.823,35,121.9,0.396,34.8,121.6,0.28,92,0,1,60,0, 
ttyS3, 2021-03-08 16:38:07.860399,34.8,121.7,0.287,19.5,0.005,317.6,0.825,35.1,121.8,0.41,34.7,121.5,0.269,92,0,1,60,0, 
ttyS3, 2021-03-08 16:38:08.860399,34.8,121.9,0.424,19.6,0.005,318.7,0.828,34.8,121.9,0.424,34.4,121.7,0.275,85,0,1,60,0, 
