"Meter,","Time,","W,","V,","A,","WH,","Cost,","WH/Mo,","Cost/Mo,","Wmax,","Vmax,","Amax,","Wmin,","Vmin,","Amin,","PF,","DC,","PC,","HZ,",VA,
ttyS3, 2021-03-08 16:08:04.860399,3.7,122,0.03,1.4,0,248.8,0.647,3.8,122,0.052,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:05.860399,3.7,121.9,0.03,1.4,0,248.8,0.647,3.8,122,0.055,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:06.860399,3.8,121.7,0.031,1.4,0,248.9,0.647,3.8,122,0.054,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:07.860399,3.7,121.7,0.03,1.4,0,248.8,0.647,3.8,121.9,0.031,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:08.860399,3.7,121.7,0.03,1.4,0,248.8,0.647,3.8,121.9,0.052,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:09.860399,3.8,121.8,0.031,1.4,0,248.8,0.647,3.8,121.9,0.053,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:10.860399,3.8,121.7,0.031,1.5,0,248.8,0.647,3.8,121.8,0.031,3.7,121.6,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:08:11.860399,3.7,121.6,0,1.5,0,248.8,0.647,3.8,121.8,0.055,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:12.860399,3.8,121.7,0.051,1.5,0,248.8,0.647,3.8,121.8,0.051,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:13.860399,3.7,121.8,0,1.5,0,248.8,0.647,3.8,121.8,0.051,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:14.860399,3.7,121.6,0.03,1.5,0,248.8,0.647,3.8,121.8,0.052,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:15.860399,3.8,121.7,0.031,1.5,0,248.8,0.647,3.8,121.7,0.055,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:16.860399,3.7,121.7,0.03,1.5,0,248.8,0.646,3.8,121.8,0.031,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:17.860399,3.7,121.8,0.03,1.5,0,248.8,0.646,3.8,121.8,0.052,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:18.860399,3.8,121.6,0.031,1.5,0,248.8,0.647,3.8,121.8,0.052,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:19.860399,3.7,122.5,0.03,1.5,0,248.8,0.646,3.8,122.5,0.031,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:20.860399,3.8,122.5,0,1.5,0,248.8,0.646,3.8,122.6,0.054,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:21.860399,3.7,122.5,0.03,1.5,0,248.8,0.646,3.8,122.6,0.053,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:22.860399,3.8,122.4,0.031,1.6,0,248.8,0.646,3.8,122.6,0.053,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:08:23.860399,3.8,122.5,0.031,1.6,0,248.8,0.646,3.8,122.6,0.05,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:24.860399,3.7,122.3,0.03,1.6,0,248.8,0.646,3.8,122.6,0.031,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:25.860399,3.8,122.4,0,1.6,0,248.8,0.646,3.8,122.5,0.053,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:26.860399,3.7,122.4,0.03,1.6,0,248.8,0.646,3.8,122.5,0.052,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:27.860399,3.8,122.2,0.031,1.6,0,248.8,0.647,3.8,122.4,0.052,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:08:28.860399,3.7,122.4,0.03,1.6,0,248.8,0.646,3.8,122.4,0.031,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:29.860399,3.7,122.3,0,1.6,0,248.8,0.646,3.8,122.5,0.054,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:30.860399,3.8,122.2,0.031,1.6,0,248.8,0.646,3.8,122.4,0.055,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:31.860399,3.8,122.1,0.031,1.6,0,248.8,0.646,3.8,122.3,0.051,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:32.860399,3.7,122.2,0.03,1.6,0,248.8,0.646,3.8,122.3,0.054,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:33.860399,3.7,122.2,0.03,1.6,0,248.8,0.646,3.8,122.3,0.056,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:34.860399,3.8,122.4,0.031,1.7,0,248.8,0.646,3.8,122.4,0.053,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:35.860399,3.8,122.3,0.031,1.7,0,248.8,0.646,3.8,122.5,0.031,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:36.860399,3.7,122.4,0.03,1.7,0,248.7,0.646,3.8,122.5,0.052,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:37.860399,3.7,122.3,0.03,1.7,0,248.7,0.646,3.8,122.4,0.058,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:38.860399,3.8,122.3,0.031,1.7,0,248.7,0.646,3.8,122.4,0.056,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:08:39.860399,3.8,122.3,0.031,1.7,0,248.7,0.646,3.8,122.4,0.031,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:40.860399,3.7,122.4,0.03,1.7,0,248.7,0.646,3.8,122.4,0.054,3.7,122.1,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:41.860399,3.8,122.4,0.031,1.7,0,248.7,0.646,3.8,122.4,0.055,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:08:42.860399,3.8,122.4,0.031,1.7,0,248.7,0.646,3.8,122.5,0.031,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:43.860399,3.8,122.4,0.031,1.7,0,248.7,0.646,3.8,122.5,0.055,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:44.860399,3.7,122.5,0.03,1.7,0,248.7,0.646,3.8,122.5,0.055,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:45.860399,3.8,122.3,0.031,1.7,0,248.7,0.646,3.8,122.5,0.054,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:46.860399,3.7,122.3,0.03,1.7,0,248.7,0.646,3.8,122.4,0.051,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:47.860399,3.8,122.4,0.031,1.7,0,248.7,0.646,3.8,122.5,0.052,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:48.860399,3.7,122.4,0.03,1.7,0,248.7,0.646,3.8,122.5,0.053,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:49.860399,3.8,122.4,0.031,1.8,0,248.7,0.646,3.8,122.4,0.031,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:50.860399,3.7,122.3,0.03,1.8,0,248.7,0.646,3.8,122.5,0.053,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:51.860399,3.7,122.4,0.03,1.8,0,248.7,0.646,3.8,122.5,0.052,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:52.860399,3.7,122.4,0.03,1.8,0,248.7,0.646,3.8,122.5,0.055,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:53.860399,3.8,122.3,0.031,1.8,0,248.7,0.646,3.8,122.5,0.031,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:54.860399,3.7,122.3,0.03,1.8,0,248.7,0.646,3.8,122.4,0.052,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:08:55.860399,3.8,122.3,0.031,1.8,0,248.7,0.646,3.8,122.4,0.052,3.7,122.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:56.860399,3.7,122.5,0.03,1.8,0,248.7,0.646,3.8,122.6,0.053,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:57.860399,3.8,122.6,0.03,1.8,0,248.7,0.646,3.8,122.6,0.031,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:08:58.860399,3.7,122.7,0.03,1.8,0,248.7,0.646,3.8,122.7,0.051,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:08:59.860399,3.7,122.7,0.03,1.8,0,248.7,0.646,3.8,122.7,0.054,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:00.860399,3.7,122.7,0.03,1.8,0,248.7,0.646,3.8,122.7,0.054,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:01.860399,3.8,122.6,0.03,1.8,0,248.7,0.646,3.8,122.7,0.055,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:02.860399,3.8,122.5,0.031,1.9,0,248.7,0.646,3.8,122.7,0.031,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:03.860399,3.7,122.4,0.03,1.9,0,248.7,0.646,3.8,122.5,0.031,3.7,122.3,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:04.860399,3.8,122.5,0.031,1.9,0,248.7,0.646,3.8,122.5,0.051,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:05.860399,3.8,122.6,0.03,1.9,0,248.6,0.646,3.8,122.6,0.052,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:06.860399,3.8,122.4,0,1.9,0,248.6,0.646,3.8,122.6,0.031,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:07.860399,3.7,122.6,0.03,1.9,0,248.6,0.646,3.8,122.7,0.052,3.7,122.3,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:08.860399,3.8,122.6,0.03,1.9,0,248.6,0.646,3.8,122.6,0.053,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:09:09.860399,3.7,122.6,0.03,1.9,0,248.6,0.646,3.8,122.7,0.031,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:10.860399,3.7,122.6,0,1.9,0,248.6,0.646,3.8,122.7,0.054,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:11.860399,3.7,122.5,0.03,1.9,0,248.6,0.646,3.8,122.6,0.055,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:12.860399,3.8,122.5,0.031,1.9,0,248.6,0.646,3.8,122.5,0.056,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:09:13.860399,3.8,122.5,0.031,1.9,0,248.6,0.646,3.8,122.6,0.051,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:14.860399,3.7,122.6,0.03,2,0,248.6,0.646,3.8,122.6,0.055,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:15.860399,3.7,122.5,0.03,2,0,248.6,0.646,3.8,122.6,0.055,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:09:16.860399,3.8,122.4,0.031,2,0,248.6,0.646,3.8,122.5,0.052,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:09:17.860399,3.8,122.3,0.031,2,0,248.6,0.646,3.8,122.4,0.031,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:18.860399,3.7,122.3,0.03,2,0,248.6,0.646,3.8,122.4,0.058,3.7,122.1,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:19.860399,3.7,122.4,0.03,2,0,248.6,0.646,3.8,122.5,0.054,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:20.860399,3.8,122.3,0.031,2,0,248.6,0.646,3.8,122.4,0.031,3.7,122.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:21.860399,3.7,122.4,0.03,2,0,248.6,0.646,3.8,122.4,0.054,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:22.860399,3.7,122.3,0.03,2,0,248.6,0.646,3.8,122.4,0.053,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:23.860399,3.7,122.4,0.03,2,0,248.6,0.646,3.8,122.5,0.055,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:24.860399,3.8,122.5,0.031,2,0,248.6,0.646,3.8,122.6,0.056,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:09:25.860399,3.7,122.5,0.03,2,0,248.6,0.646,3.8,122.6,0.031,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:26.860399,3.7,122.5,0.03,2,0,248.6,0.646,3.8,122.5,0.054,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:27.860399,3.7,122.4,0.03,2,0,248.6,0.646,3.8,122.5,0.052,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:09:28.860399,3.8,122.3,0.031,2,0,248.6,0.646,3.8,122.5,0.055,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:09:29.860399,3.7,122.2,0.03,2.1,0,248.6,0.646,3.8,122.4,0.05,3.7,122.1,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:09:30.860399,3.8,122.3,0.031,2.1,0,248.6,0.646,3.8,122.4,0.057,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:31.860399,3.8,122.4,0.05,2.1,0,248.6,0.646,3.8,122.4,0.054,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:32.860399,3.8,122.2,0.051,2.1,0,248.6,0.646,3.8,122.4,0.052,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:09:33.860399,3.7,122.3,0.03,2.1,0,248.6,0.646,3.8,122.4,0.053,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:34.860399,3.8,122.3,0.031,2.1,0,248.6,0.646,3.8,122.4,0.055,3.7,122.1,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:35.860399,3.8,122.3,0.05,2.1,0,248.6,0.646,3.8,122.4,0.056,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:09:36.860399,3.8,122.3,0.031,2.1,0,248.6,0.646,3.8,122.4,0.05,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:37.860399,3.7,122.3,0.03,2.1,0,248.6,0.646,3.8,122.4,0.054,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:38.860399,3.8,122.2,0.031,2.1,0,248.6,0.646,3.8,122.4,0.057,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:39.860399,3.8,122.4,0.031,2.1,0,248.6,0.646,3.8,122.4,0.057,3.7,122.1,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:09:40.860399,3.8,122.4,0.031,2.1,0,248.6,0.646,3.8,122.4,0.031,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:41.860399,3.8,122.4,0,2.2,0,248.6,0.646,3.8,122.5,0.054,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:42.860399,3.7,122.3,0.03,2.2,0,248.6,0.646,3.8,122.5,0.057,3.7,122.3,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:43.860399,3.7,122.3,0.03,2.2,0,248.6,0.646,3.8,122.5,0.031,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:44.860399,3.8,122.2,0.031,2.2,0,248.6,0.646,3.8,122.3,0.056,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:45.860399,3.8,122.3,0.031,2.2,0,248.6,0.646,3.8,122.4,0.054,3.7,122.1,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:46.860399,3.8,122.3,0.031,2.2,0,248.6,0.646,3.8,122.4,0.056,3.7,122.1,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:47.860399,3.7,122.3,0.03,2.2,0,248.6,0.646,3.8,122.4,0.051,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:48.860399,3.7,122.3,0.03,2.2,0,248.6,0.646,3.8,122.4,0.054,3.7,122.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:49.860399,3.8,122.3,0.031,2.2,0,248.6,0.646,3.8,122.4,0.055,3.7,122.1,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:50.860399,3.8,122.2,0.031,2.2,0,248.6,0.646,3.8,122.4,0.052,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:51.860399,3.7,122.4,0.03,2.2,0,248.6,0.646,3.8,122.4,0.054,3.7,122.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:09:52.860399,3.7,122.4,0.03,2.2,0,248.6,0.646,3.8,122.5,0.055,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:53.860399,3.8,122.3,0.031,2.3,0,248.6,0.646,3.8,122.4,0.058,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:09:54.860399,3.8,122.3,0.031,2.3,0,248.6,0.646,3.8,122.4,0.051,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:55.860399,3.7,122.3,0.03,2.3,0,248.6,0.646,3.8,122.4,0.053,3.7,122.1,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:56.860399,3.7,122.3,0.03,2.3,0,248.6,0.646,3.8,122.5,0.055,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:57.860399,3.7,122.1,0.03,2.3,0,248.6,0.646,3.8,122.5,0.031,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:58.860399,3.8,121.9,0.031,2.3,0,248.6,0.646,3.8,122.2,0.053,3.7,121.9,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:09:59.860399,3.7,122.1,0.03,2.3,0,248.6,0.646,3.8,122.2,0.055,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:00.860399,3.7,122.3,0.03,2.3,0,248.6,0.646,3.8,122.3,0.031,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:01.860399,3.7,122.4,0.03,2.3,0,248.6,0.646,3.8,122.5,0.055,3.7,122.1,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:02.860399,3.8,122.4,0.031,2.3,0,248.6,0.646,3.8,122.6,0.052,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:03.860399,3.7,122.4,0.03,2.3,0,248.6,0.646,3.8,122.5,0.031,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:04.860399,3.7,122.2,0.03,2.3,0,248.6,0.646,3.8,122.4,0.056,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:05.860399,3.8,122.2,0.031,2.3,0,248.6,0.646,3.8,122.4,0.056,3.7,122.1,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:06.860399,3.8,122.3,0.031,2.4,0,248.6,0.646,3.8,122.5,0.056,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:07.860399,3.7,122.1,0.03,2.4,0,248.6,0.646,3.8,122.4,0.031,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:08.860399,3.8,122.2,0.031,2.4,0,248.6,0.646,3.8,122.3,0.053,3.7,122.1,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:09.860399,3.7,122.2,0.03,2.4,0,248.6,0.646,3.8,122.3,0.053,3.7,122.1,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:10.860399,3.7,122.4,0.03,2.4,0,248.6,0.646,3.8,122.4,0.031,3.7,122.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:11.860399,3.8,122.4,0.031,2.4,0,248.6,0.646,3.8,122.4,0.051,3.7,122.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:12.860399,3.8,122.3,0.031,2.4,0,248.6,0.646,3.8,122.4,0.057,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:13.860399,3.8,122.2,0.031,2.4,0,248.6,0.646,3.8,122.4,0.054,3.7,122.1,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:14.860399,3.7,122.2,0.03,2.4,0,248.6,0.646,3.8,122.3,0.031,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:15.860399,3.8,122.3,0.031,2.4,0,248.6,0.646,3.8,122.3,0.057,3.7,122.1,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:16.860399,3.8,122.3,0.031,2.4,0,248.6,0.646,3.8,122.4,0.053,3.7,122.1,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:17.860399,3.8,122.2,0.031,2.4,0,248.6,0.646,3.8,122.4,0.051,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:18.860399,3.7,122.1,0.03,2.4,0,248.6,0.646,3.8,122.3,0.056,3.7,122,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:19.860399,3.8,122.1,0.031,2.4,0,248.6,0.646,3.8,122.3,0.054,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:20.860399,3.7,122.1,0.03,2.4,0,248.6,0.646,3.8,122.3,0.051,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:21.860399,3.8,121.9,0.031,2.5,0,248.7,0.646,3.8,122.3,0.052,3.7,121.8,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:22.860399,3.8,122,0.031,2.5,0,248.6,0.646,3.8,122.1,0.057,3.7,121.8,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:23.860399,3.7,121.9,0.03,2.5,0,248.7,0.646,3.8,122.2,0.031,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:24.860399,3.7,122,0.03,2.5,0,248.6,0.646,3.8,122.1,0.054,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:25.860399,3.7,122,0.03,2.5,0,248.7,0.646,3.8,122.2,0.057,3.7,121.9,0.03,58,0,1,60,0, 
ttyS3, 2021-03-08 16:10:26.860399,3.8,122,0.031,2.5,0,248.7,0.646,3.8,122.2,0.052,3.7,122,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:27.860399,3.7,122,0.03,2.5,0,248.7,0.646,3.8,122.2,0.057,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:28.860399,3.7,122.1,0.03,2.5,0,248.7,0.646,3.8,122.2,0.055,3.7,121.9,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:29.860399,3.8,122.1,0.031,2.5,0,248.7,0.646,3.8,122.2,0.05,3.7,122,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:30.860399,3.7,122.1,0.03,2.5,0,248.7,0.646,3.8,122.2,0.055,3.7,122,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:31.860399,3.8,122.1,0.031,2.5,0,248.7,0.646,3.8,122.2,0.054,3.7,122,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:32.860399,3.8,122.1,0.031,2.5,0,248.7,0.646,3.8,122.2,0.055,3.7,122,0,55,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:33.860399,3.7,122.1,0.03,2.6,0,248.7,0.646,3.8,122.2,0.05,3.7,122,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:34.860399,3.8,122.2,0.031,2.6,0,248.7,0.646,3.8,122.3,0.058,3.7,122,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:35.860399,3.8,122.2,0.05,2.6,0,248.7,0.646,3.8,122.3,0.055,3.7,122,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:36.860399,3.7,122.2,0.03,2.6,0,248.7,0.646,3.8,122.2,0.051,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:37.860399,3.8,122.2,0.031,2.6,0,248.7,0.646,3.8,122.3,0.057,3.7,122,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:38.860399,3.8,122,0.031,2.6,0,248.7,0.646,3.8,122.3,0.055,3.7,122,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:39.860399,3.8,122.1,0.031,2.6,0,248.7,0.646,3.8,122.3,0.056,3.7,122,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:40.860399,3.8,122,0.031,2.6,0,248.7,0.646,3.8,122.2,0.051,3.7,121.9,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:41.860399,3.8,122.1,0.031,2.6,0,248.7,0.646,3.8,122.2,0.055,3.7,121.9,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:42.860399,3.8,122.1,0.05,2.6,0,248.7,0.646,3.8,122.2,0.058,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:43.860399,3.8,121.9,0.056,2.6,0,248.7,0.646,3.8,122.1,0.056,3.7,121.9,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:44.860399,3.7,121.9,0.03,2.6,0,248.7,0.646,3.8,122.1,0.056,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:45.860399,3.8,122.1,0.031,2.7,0,248.7,0.646,3.8,122.2,0.057,3.7,121.9,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:46.860399,3.8,121.9,0.031,2.7,0,248.7,0.646,3.8,122.2,0.056,3.7,121.9,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:47.860399,3.8,121.9,0.051,2.7,0,248.7,0.646,3.8,122.1,0.052,3.7,121.9,0.03,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:48.860399,3.8,122,0.031,2.7,0,248.7,0.646,3.8,122,0.053,3.7,121.8,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:49.860399,3.8,122,0.031,2.7,0,248.7,0.646,3.8,122.2,0.057,3.7,121.9,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:50.860399,3.8,122.1,0.031,2.7,0,248.7,0.646,3.8,122.1,0.059,3.7,121.9,0,60,0,1,60,0, 
